username,weekday_number,hour,day_part,is_weekend,plays_count,plays_share_user,weekday,weekend
franhale,2,2,Ночь,False,33,0.001009,Среда,Будни
franhale,2,3,Ночь,False,31,0.000948,Среда,Будни
franhale,2,4,Ночь,False,8,0.000245,Среда,Будни
franhale,2,5,Ночь,False,4,0.000122,Среда,Будни
franhale,2,6,Утро,False,8,0.000245,Среда,Будни
franhale,2,7,Утро,False,35,0.00107,Среда,Будни
franhale,2,8,Утро,False,59,0.001804,Среда,Будни
franhale,2,9,Утро,False,75,0.002293,Среда,Будни
franhale,2,10,Утро,False,88,0.00269,Среда,Будни
franhale,2,11,Утро,False,75,0.002293,Среда,Будни
franhale,2,12,День,False,114,0.003485,Среда,Будни
franhale,2,13,День,False,104,0.003179,Среда,Будни
franhale,2,14,День,False,111,0.003393,Среда,Будни
franhale,2,15,День,False,133,0.004066,Среда,Будни
franhale,2,16,День,False,100,0.003057,Среда,Будни
franhale,2,17,День,False,59,0.001804,Среда,Будни
franhale,2,18,Вечер,False,104,0.003179,Среда,Будни
franhale,2,19,Вечер,False,112,0.003424,Среда,Будни
franhale,2,20,Вечер,False,75,0.002293,Среда,Будни
franhale,2,21,Вечер,False,62,0.001895,Среда,Будни
franhale,2,22,Вечер,False,98,0.002996,Среда,Будни
franhale,2,23,Вечер,False,81,0.002476,Среда,Будни
franhale,3,0,Ночь,False,55,0.001681,Четверг,Будни
franhale,3,1,Ночь,False,39,0.001192,Четверг,Будни
franhale,3,2,Ночь,False,49,0.001498,Четверг,Будни
franhale,3,3,Ночь,False,79,0.002415,Четверг,Будни
franhale,3,4,Ночь,False,74,0.002262,Четверг,Будни
franhale,3,5,Ночь,False,50,0.001528,Четверг,Будни
franhale,3,6,Утро,False,90,0.002751,Четверг,Будни
franhale,3,7,Утро,False,69,0.002109,Четверг,Будни
franhale,3,8,Утро,False,101,0.003088,Четверг,Будни
franhale,3,9,Утро,False,57,0.001742,Четверг,Будни
franhale,3,10,Утро,False,60,0.001834,Четверг,Будни
franhale,3,11,Утро,False,63,0.001926,Четверг,Будни
franhale,3,12,День,False,130,0.003974,Четверг,Будни
franhale,3,13,День,False,134,0.004096,Четверг,Будни
franhale,3,14,День,False,181,0.005533,Четверг,Будни
franhale,3,15,День,False,122,0.00373,Четверг,Будни
franhale,3,16,День,False,142,0.004341,Четверг,Будни
franhale,3,17,День,False,175,0.00535,Четверг,Будни
franhale,3,18,Вечер,False,141,0.00431,Четверг,Будни
franhale,3,19,Вечер,False,106,0.00324,Четверг,Будни
franhale,3,20,Вечер,False,142,0.004341,Четверг,Будни
franhale,3,21,Вечер,False,137,0.004188,Четверг,Будни
franhale,3,22,Вечер,False,97,0.002965,Четверг,Будни
franhale,3,23,Вечер,False,119,0.003638,Четверг,Будни
franhale,4,0,Ночь,False,118,0.003607,Пятница,Будни
franhale,4,1,Ночь,False,92,0.002812,Пятница,Будни
franhale,4,2,Ночь,False,97,0.002965,Пятница,Будни
franhale,4,3,Ночь,False,103,0.003149,Пятница,Будни
franhale,4,4,Ночь,False,55,0.001681,Пятница,Будни
franhale,4,5,Ночь,False,71,0.00217,Пятница,Будни
franhale,4,6,Утро,False,65,0.001987,Пятница,Будни
franhale,4,7,Утро,False,38,0.001162,Пятница,Будни
franhale,4,8,Утро,False,73,0.002232,Пятница,Будни
franhale,4,9,Утро,False,82,0.002507,Пятница,Будни
franhale,4,10,Утро,False,149,0.004555,Пятница,Будни
franhale,4,11,Утро,False,260,0.007948,Пятница,Будни
franhale,4,12,День,False,295,0.009018,Пятница,Будни
franhale,4,13,День,False,326,0.009966,Пятница,Будни
franhale,4,14,День,False,265,0.008101,Пятница,Будни
franhale,4,15,День,False,351,0.01073,Пятница,Будни
franhale,4,16,День,False,372,0.011372,Пятница,Будни
franhale,4,17,День,False,302,0.009232,Пятница,Будни
franhale,4,18,Вечер,False,260,0.007948,Пятница,Будни
franhale,4,19,Вечер,False,284,0.008682,Пятница,Будни
franhale,4,20,Вечер,False,207,0.006328,Пятница,Будни
franhale,4,21,Вечер,False,228,0.00697,Пятница,Будни
franhale,4,22,Вечер,False,238,0.007276,Пятница,Будни
franhale,4,23,Вечер,False,216,0.006603,Пятница,Будни
franhale,5,0,Ночь,True,161,0.004922,Суббота,Выходные
franhale,5,1,Ночь,True,173,0.005289,Суббота,Выходные
franhale,5,2,Ночь,True,107,0.003271,Суббота,Выходные
franhale,5,3,Ночь,True,100,0.003057,Суббота,Выходные
franhale,5,4,Ночь,True,107,0.003271,Суббота,Выходные
franhale,5,5,Ночь,True,88,0.00269,Суббота,Выходные
franhale,5,6,Утро,True,127,0.003882,Суббота,Выходные
franhale,5,7,Утро,True,154,0.004708,Суббота,Выходные
franhale,5,8,Утро,True,167,0.005105,Суббота,Выходные
franhale,5,9,Утро,True,187,0.005717,Суббота,Выходные
franhale,5,10,Утро,True,227,0.006939,Суббота,Выходные
franhale,5,11,Утро,True,292,0.008926,Суббота,Выходные
franhale,5,12,День,True,249,0.007612,Суббота,Выходные
franhale,5,13,День,True,336,0.010271,Суббота,Выходные
franhale,5,14,День,True,237,0.007245,Суббота,Выходные
franhale,5,15,День,True,268,0.008193,Суббота,Выходные
franhale,5,16,День,True,341,0.010424,Суббота,Выходные
franhale,5,17,День,True,448,0.013695,Суббота,Выходные
franhale,5,18,Вечер,True,456,0.01394,Суббота,Выходные
franhale,5,19,Вечер,True,545,0.016661,Суббота,Выходные
franhale,5,20,Вечер,True,486,0.014857,Суббота,Выходные
franhale,5,21,Вечер,True,364,0.011127,Суббота,Выходные
franhale,5,22,Вечер,True,385,0.011769,Суббота,Выходные
franhale,5,23,Вечер,True,304,0.009293,Суббота,Выходные
franhale,6,0,Ночь,True,326,0.009966,Воскресенье,Выходные
franhale,6,1,Ночь,True,337,0.010302,Воскресенье,Выходные
franhale,6,2,Ночь,True,265,0.008101,Воскресенье,Выходные
franhale,6,3,Ночь,True,298,0.00911,Воскресенье,Выходные
franhale,6,4,Ночь,True,246,0.00752,Воскресенье,Выходные
franhale,6,5,Ночь,True,322,0.009843,Воскресенье,Выходные
franhale,6,6,Утро,True,322,0.009843,Воскресенье,Выходные
franhale,6,7,Утро,True,320,0.009782,Воскресенье,Выходные
franhale,6,8,Утро,True,423,0.012931,Воскресенье,Выходные
franhale,6,9,Утро,True,393,0.012014,Воскресенье,Выходные
franhale,6,10,Утро,True,505,0.015438,Воскресенье,Выходные
franhale,6,11,Утро,True,559,0.017089,Воскресенье,Выходные
franhale,6,12,День,True,580,0.01773,Воскресенье,Выходные
franhale,6,13,День,True,580,0.01773,Воскресенье,Выходные
franhale,6,14,День,True,681,0.020818,Воскресенье,Выходные
franhale,6,15,День,True,794,0.024272,Воскресенье,Выходные
franhale,6,16,День,True,877,0.02681,Воскресенье,Выходные
franhale,6,17,День,True,888,0.027146,Воскресенье,Выходные
franhale,6,18,Вечер,True,926,0.028308,Воскресенье,Выходные
franhale,6,19,Вечер,True,1059,0.032373,Воскресенье,Выходные
franhale,6,20,Вечер,True,1199,0.036653,Воскресенье,Выходные
franhale,6,21,Вечер,True,1211,0.03702,Воскресенье,Выходные
franhale,6,22,Вечер,True,1345,0.041116,Воскресенье,Выходные
franhale,6,23,Вечер,True,1392,0.042553,Воскресенье,Выходные
isaac,0,0,Ночь,False,4,0.002247,Понедельник,Будни
isaac,0,1,Ночь,False,0,0.0,Понедельник,Будни
isaac,0,2,Ночь,False,1,0.000562,Понедельник,Будни
isaac,0,3,Ночь,False,0,0.0,Понедельник,Будни
isaac,0,4,Ночь,False,0,0.0,Понедельник,Будни
isaac,0,5,Ночь,False,0,0.0,Понедельник,Будни
isaac,0,6,Утро,False,0,0.0,Понедельник,Будни
isaac,0,7,Утро,False,0,0.0,Понедельник,Будни
isaac,0,8,Утро,False,1,0.000562,Понедельник,Будни
isaac,0,9,Утро,False,8,0.004494,Понедельник,Будни
isaac,0,10,Утро,False,13,0.007303,Понедельник,Будни
isaac,0,11,Утро,False,21,0.011798,Понедельник,Будни
isaac,0,12,День,False,2,0.001124,Понедельник,Будни
isaac,0,13,День,False,18,0.010112,Понедельник,Будни
isaac,0,14,День,False,10,0.005618,Понедельник,Будни
isaac,0,15,День,False,0,0.0,Понедельник,Будни
isaac,0,16,День,False,1,0.000562,Понедельник,Будни
isaac,0,17,День,False,0,0.0,Понедельник,Будни
isaac,0,18,Вечер,False,0,0.0,Понедельник,Будни
isaac,0,19,Вечер,False,0,0.0,Понедельник,Будни
isaac,0,20,Вечер,False,13,0.007303,Понедельник,Будни
isaac,0,21,Вечер,False,0,0.0,Понедельник,Будни
isaac,0,22,Вечер,False,0,0.0,Понедельник,Будни
isaac,0,23,Вечер,False,4,0.002247,Понедельник,Будни
isaac,1,0,Ночь,False,13,0.007303,Вторник,Будни
isaac,1,1,Ночь,False,0,0.0,Вторник,Будни
isaac,1,2,Ночь,False,0,0.0,Вторник,Будни
isaac,1,3,Ночь,False,0,0.0,Вторник,Будни
isaac,1,4,Ночь,False,0,0.0,Вторник,Будни
isaac,1,5,Ночь,False,0,0.0,Вторник,Будни
isaac,1,6,Утро,False,14,0.007865,Вторник,Будни
isaac,1,7,Утро,False,8,0.004494,Вторник,Будни
isaac,1,8,Утро,False,6,0.003371,Вторник,Будни
isaac,1,9,Утро,False,3,0.001685,Вторник,Будни
isaac,1,10,Утро,False,7,0.003933,Вторник,Будни
isaac,1,11,Утро,False,1,0.000562,Вторник,Будни
isaac,1,12,День,False,3,0.001685,Вторник,Будни
isaac,1,13,День,False,1,0.000562,Вторник,Будни
isaac,1,14,День,False,0,0.0,Вторник,Будни
isaac,1,15,День,False,0,0.0,Вторник,Будни
isaac,1,16,День,False,7,0.003933,Вторник,Будни
isaac,1,17,День,False,7,0.003933,Вторник,Будни
isaac,1,18,Вечер,False,24,0.013483,Вторник,Будни
isaac,1,19,Вечер,False,14,0.007865,Вторник,Будни
isaac,1,20,Вечер,False,8,0.004494,Вторник,Будни
isaac,1,21,Вечер,False,5,0.002809,Вторник,Будни
isaac,1,22,Вечер,False,3,0.001685,Вторник,Будни
isaac,1,23,Вечер,False,7,0.003933,Вторник,Будни
isaac,2,0,Ночь,False,11,0.00618,Среда,Будни
isaac,2,1,Ночь,False,0,0.0,Среда,Будни
isaac,2,2,Ночь,False,11,0.00618,Среда,Будни
isaac,2,3,Ночь,False,0,0.0,Среда,Будни
isaac,2,4,Ночь,False,1,0.000562,Среда,Будни
isaac,2,5,Ночь,False,0,0.0,Среда,Будни
isaac,2,6,Утро,False,10,0.005618,Среда,Будни
isaac,2,7,Утро,False,0,0.0,Среда,Будни
isaac,2,8,Утро,False,3,0.001685,Среда,Будни
isaac,2,9,Утро,False,1,0.000562,Среда,Будни
isaac,2,10,Утро,False,0,0.0,Среда,Будни
isaac,2,11,Утро,False,0,0.0,Среда,Будни
isaac,2,12,День,False,0,0.0,Среда,Будни
isaac,2,13,День,False,4,0.002247,Среда,Будни
isaac,2,14,День,False,5,0.002809,Среда,Будни
isaac,2,15,День,False,17,0.009551,Среда,Будни
isaac,2,16,День,False,4,0.002247,Среда,Будни
isaac,2,17,День,False,6,0.003371,Среда,Будни
isaac,2,18,Вечер,False,4,0.002247,Среда,Будни
isaac,2,19,Вечер,False,7,0.003933,Среда,Будни
isaac,2,20,Вечер,False,16,0.008989,Среда,Будни
isaac,2,21,Вечер,False,0,0.0,Среда,Будни
isaac,2,22,Вечер,False,2,0.001124,Среда,Будни
isaac,2,23,Вечер,False,0,0.0,Среда,Будни
isaac,3,0,Ночь,False,0,0.0,Четверг,Будни
isaac,3,1,Ночь,False,0,0.0,Четверг,Будни
isaac,3,2,Ночь,False,0,0.0,Четверг,Будни
isaac,3,3,Ночь,False,2,0.001124,Четверг,Будни
isaac,3,4,Ночь,False,0,0.0,Четверг,Будни
isaac,3,5,Ночь,False,0,0.0,Четверг,Будни
isaac,3,6,Утро,False,0,0.0,Четверг,Будни
isaac,3,7,Утро,False,0,0.0,Четверг,Будни
isaac,3,8,Утро,False,0,0.0,Четверг,Будни
isaac,3,9,Утро,False,0,0.0,Четверг,Будни
isaac,3,10,Утро,False,0,0.0,Четверг,Будни
isaac,3,11,Утро,False,0,0.0,Четверг,Будни
isaac,3,12,День,False,0,0.0,Четверг,Будни
isaac,3,13,День,False,10,0.005618,Четверг,Будни
isaac,3,14,День,False,16,0.008989,Четверг,Будни
isaac,3,15,День,False,7,0.003933,Четверг,Будни
isaac,3,16,День,False,34,0.019101,Четверг,Будни
isaac,3,17,День,False,33,0.018539,Четверг,Будни
isaac,3,18,Вечер,False,27,0.015169,Четверг,Будни
isaac,3,19,Вечер,False,23,0.012921,Четверг,Будни
isaac,3,20,Вечер,False,2,0.001124,Четверг,Будни
isaac,3,21,Вечер,False,2,0.001124,Четверг,Будни
isaac,3,22,Вечер,False,7,0.003933,Четверг,Будни
isaac,3,23,Вечер,False,2,0.001124,Четверг,Будни
isaac,4,0,Ночь,False,10,0.005618,Пятница,Будни
isaac,4,1,Ночь,False,1,0.000562,Пятница,Будни
isaac,4,2,Ночь,False,0,0.0,Пятница,Будни
isaac,4,3,Ночь,False,0,0.0,Пятница,Будни
isaac,4,4,Ночь,False,0,0.0,Пятница,Будни
isaac,4,5,Ночь,False,5,0.002809,Пятница,Будни
isaac,4,6,Утро,False,27,0.015169,Пятница,Будни
isaac,4,7,Утро,False,26,0.014607,Пятница,Будни
isaac,4,8,Утро,False,15,0.008427,Пятница,Будни
isaac,4,9,Утро,False,19,0.010674,Пятница,Будни
isaac,4,10,Утро,False,35,0.019663,Пятница,Будни
isaac,4,11,Утро,False,34,0.019101,Пятница,Будни
isaac,4,12,День,False,8,0.004494,Пятница,Будни
isaac,4,13,День,False,11,0.00618,Пятница,Будни
isaac,4,14,День,False,52,0.029213,Пятница,Будни
isaac,4,15,День,False,54,0.030337,Пятница,Будни
isaac,4,16,День,False,52,0.029213,Пятница,Будни
isaac,4,17,День,False,37,0.020787,Пятница,Будни
isaac,4,18,Вечер,False,20,0.011236,Пятница,Будни
isaac,4,19,Вечер,False,10,0.005618,Пятница,Будни
isaac,4,20,Вечер,False,23,0.012921,Пятница,Будни
isaac,4,21,Вечер,False,19,0.010674,Пятница,Будни
isaac,4,22,Вечер,False,9,0.005056,Пятница,Будни
isaac,4,23,Вечер,False,13,0.007303,Пятница,Будни
isaac,5,0,Ночь,True,10,0.005618,Суббота,Выходные
isaac,5,1,Ночь,True,19,0.010674,Суббота,Выходные
isaac,5,2,Ночь,True,28,0.01573,Суббота,Выходные
isaac,5,3,Ночь,True,10,0.005618,Суббота,Выходные
isaac,5,4,Ночь,True,13,0.007303,Суббота,Выходные
isaac,5,5,Ночь,True,7,0.003933,Суббота,Выходные
isaac,5,6,Утро,True,0,0.0,Суббота,Выходные
isaac,5,7,Утро,True,1,0.000562,Суббота,Выходные
isaac,5,8,Утро,True,0,0.0,Суббота,Выходные
isaac,5,9,Утро,True,20,0.011236,Суббота,Выходные
isaac,5,10,Утро,True,16,0.008989,Суббота,Выходные
isaac,5,11,Утро,True,11,0.00618,Суббота,Выходные
isaac,5,12,День,True,19,0.010674,Суббота,Выходные
isaac,5,13,День,True,54,0.030337,Суббота,Выходные
isaac,5,14,День,True,20,0.011236,Суббота,Выходные
isaac,5,15,День,True,33,0.018539,Суббота,Выходные
isaac,5,16,День,True,29,0.016292,Суббота,Выходные
isaac,5,17,День,True,26,0.014607,Суббота,Выходные
isaac,5,18,Вечер,True,21,0.011798,Суббота,Выходные
isaac,5,19,Вечер,True,22,0.01236,Суббота,Выходные
isaac,5,20,Вечер,True,19,0.010674,Суббота,Выходные
isaac,5,21,Вечер,True,7,0.003933,Суббота,Выходные
isaac,5,22,Вечер,True,21,0.011798,Суббота,Выходные
isaac,5,23,Вечер,True,3,0.001685,Суббота,Выходные
isaac,6,0,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,1,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,2,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,3,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,4,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,5,Ночь,True,0,0.0,Воскресенье,Выходные
isaac,6,6,Утро,True,0,0.0,Воскресенье,Выходные
isaac,6,7,Утро,True,0,0.0,Воскресенье,Выходные
isaac,6,8,Утро,True,22,0.01236,Воскресенье,Выходные
isaac,6,9,Утро,True,18,0.010112,Воскресенье,Выходные
isaac,6,10,Утро,True,10,0.005618,Воскресенье,Выходные
isaac,6,11,Утро,True,25,0.014045,Воскресенье,Выходные
isaac,6,12,День,True,61,0.03427,Воскресенье,Выходные
isaac,6,13,День,True,47,0.026404,Воскресенье,Выходные
isaac,6,14,День,True,26,0.014607,Воскресенье,Выходные
isaac,6,15,День,True,12,0.006742,Воскресенье,Выходные
isaac,6,16,День,True,15,0.008427,Воскресенье,Выходные
isaac,6,17,День,True,6,0.003371,Воскресенье,Выходные
isaac,6,18,Вечер,True,28,0.01573,Воскресенье,Выходные
isaac,6,19,Вечер,True,10,0.005618,Воскресенье,Выходные
isaac,6,20,Вечер,True,17,0.009551,Воскресенье,Выходные
isaac,6,21,Вечер,True,14,0.007865,Воскресенье,Выходные
isaac,6,22,Вечер,True,29,0.016292,Воскресенье,Выходные
isaac,6,23,Вечер,True,57,0.032022,Воскресенье,Выходные
jajo,0,0,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,1,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,2,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,3,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,4,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,5,Ночь,False,0,0.0,Понедельник,Будни
jajo,0,6,Утро,False,0,0.0,Понедельник,Будни
jajo,0,7,Утро,False,0,0.0,Понедельник,Будни
jajo,0,8,Утро,False,0,0.0,Понедельник,Будни
jajo,0,9,Утро,False,0,0.0,Понедельник,Будни
jajo,0,10,Утро,False,10,0.009074,Понедельник,Будни
jajo,0,11,Утро,False,20,0.018149,Понедельник,Будни
jajo,0,12,День,False,2,0.001815,Понедельник,Будни
jajo,0,13,День,False,1,0.000907,Понедельник,Будни
jajo,0,14,День,False,8,0.00726,Понедельник,Будни
jajo,0,15,День,False,0,0.0,Понедельник,Будни
jajo,0,16,День,False,1,0.000907,Понедельник,Будни
jajo,0,17,День,False,0,0.0,Понедельник,Будни
jajo,0,18,Вечер,False,0,0.0,Понедельник,Будни
jajo,0,19,Вечер,False,0,0.0,Понедельник,Будни
jajo,0,20,Вечер,False,0,0.0,Понедельник,Будни
jajo,0,21,Вечер,False,0,0.0,Понедельник,Будни
jajo,0,22,Вечер,False,0,0.0,Понедельник,Будни
jajo,0,23,Вечер,False,4,0.00363,Понедельник,Будни
jajo,1,0,Ночь,False,13,0.011797,Вторник,Будни
jajo,1,1,Ночь,False,0,0.0,Вторник,Будни
jajo,1,2,Ночь,False,0,0.0,Вторник,Будни
jajo,1,3,Ночь,False,0,0.0,Вторник,Будни
jajo,1,4,Ночь,False,0,0.0,Вторник,Будни
jajo,1,5,Ночь,False,0,0.0,Вторник,Будни
jajo,1,6,Утро,False,14,0.012704,Вторник,Будни
jajo,1,7,Утро,False,6,0.005445,Вторник,Будни
jajo,1,8,Утро,False,4,0.00363,Вторник,Будни
jajo,1,9,Утро,False,3,0.002722,Вторник,Будни
jajo,1,10,Утро,False,7,0.006352,Вторник,Будни
jajo,1,11,Утро,False,0,0.0,Вторник,Будни
jajo,1,12,День,False,0,0.0,Вторник,Будни
jajo,1,13,День,False,0,0.0,Вторник,Будни
jajo,1,14,День,False,0,0.0,Вторник,Будни
jajo,1,15,День,False,0,0.0,Вторник,Будни
jajo,1,16,День,False,0,0.0,Вторник,Будни
jajo,1,17,День,False,3,0.002722,Вторник,Будни
jajo,1,18,Вечер,False,24,0.021779,Вторник,Будни
jajo,1,19,Вечер,False,3,0.002722,Вторник,Будни
jajo,1,20,Вечер,False,0,0.0,Вторник,Будни
jajo,1,21,Вечер,False,0,0.0,Вторник,Будни
jajo,1,22,Вечер,False,0,0.0,Вторник,Будни
jajo,1,23,Вечер,False,5,0.004537,Вторник,Будни
jajo,2,0,Ночь,False,11,0.009982,Среда,Будни
jajo,2,1,Ночь,False,0,0.0,Среда,Будни
jajo,2,2,Ночь,False,11,0.009982,Среда,Будни
jajo,2,3,Ночь,False,0,0.0,Среда,Будни
jajo,2,4,Ночь,False,1,0.000907,Среда,Будни
jajo,2,5,Ночь,False,0,0.0,Среда,Будни
jajo,2,6,Утро,False,10,0.009074,Среда,Будни
jajo,2,7,Утро,False,0,0.0,Среда,Будни
jajo,2,8,Утро,False,0,0.0,Среда,Будни
jajo,2,9,Утро,False,0,0.0,Среда,Будни
jajo,2,10,Утро,False,0,0.0,Среда,Будни
jajo,2,11,Утро,False,0,0.0,Среда,Будни
jajo,2,12,День,False,0,0.0,Среда,Будни
jajo,2,13,День,False,3,0.002722,Среда,Будни
jajo,2,14,День,False,4,0.00363,Среда,Будни
jajo,2,15,День,False,16,0.014519,Среда,Будни
jajo,2,16,День,False,2,0.001815,Среда,Будни
jajo,2,17,День,False,6,0.005445,Среда,Будни
jajo,2,18,Вечер,False,4,0.00363,Среда,Будни
jajo,2,19,Вечер,False,3,0.002722,Среда,Будни
jajo,2,20,Вечер,False,4,0.00363,Среда,Будни
jajo,2,21,Вечер,False,0,0.0,Среда,Будни
jajo,2,22,Вечер,False,2,0.001815,Среда,Будни
jajo,2,23,Вечер,False,0,0.0,Среда,Будни
jajo,3,0,Ночь,False,0,0.0,Четверг,Будни
jajo,3,1,Ночь,False,0,0.0,Четверг,Будни
jajo,3,2,Ночь,False,0,0.0,Четверг,Будни
jajo,3,3,Ночь,False,0,0.0,Четверг,Будни
jajo,3,4,Ночь,False,0,0.0,Четверг,Будни
jajo,3,5,Ночь,False,0,0.0,Четверг,Будни
jajo,3,6,Утро,False,0,0.0,Четверг,Будни
jajo,3,7,Утро,False,0,0.0,Четверг,Будни
jajo,3,8,Утро,False,0,0.0,Четверг,Будни
jajo,3,9,Утро,False,0,0.0,Четверг,Будни
jajo,3,10,Утро,False,0,0.0,Четверг,Будни
jajo,3,11,Утро,False,0,0.0,Четверг,Будни
jajo,3,12,День,False,0,0.0,Четверг,Будни
jajo,3,13,День,False,10,0.009074,Четверг,Будни
jajo,3,14,День,False,15,0.013612,Четверг,Будни
jajo,3,15,День,False,5,0.004537,Четверг,Будни
jajo,3,16,День,False,24,0.021779,Четверг,Будни
jajo,3,17,День,False,9,0.008167,Четверг,Будни
jajo,3,18,Вечер,False,4,0.00363,Четверг,Будни
jajo,3,19,Вечер,False,0,0.0,Четверг,Будни
jajo,3,20,Вечер,False,0,0.0,Четверг,Будни
jajo,3,21,Вечер,False,2,0.001815,Четверг,Будни
jajo,3,22,Вечер,False,7,0.006352,Четверг,Будни
jajo,3,23,Вечер,False,2,0.001815,Четверг,Будни
jajo,4,0,Ночь,False,0,0.0,Пятница,Будни
jajo,4,1,Ночь,False,0,0.0,Пятница,Будни
jajo,4,2,Ночь,False,0,0.0,Пятница,Будни
jajo,4,3,Ночь,False,0,0.0,Пятница,Будни
jajo,4,4,Ночь,False,0,0.0,Пятница,Будни
jajo,4,5,Ночь,False,0,0.0,Пятница,Будни
jajo,4,6,Утро,False,15,0.013612,Пятница,Будни
jajo,4,7,Утро,False,20,0.018149,Пятница,Будни
jajo,4,8,Утро,False,3,0.002722,Пятница,Будни
jajo,4,9,Утро,False,11,0.009982,Пятница,Будни
jajo,4,10,Утро,False,28,0.025408,Пятница,Будни
jajo,4,11,Утро,False,20,0.018149,Пятница,Будни
jajo,4,12,День,False,0,0.0,Пятница,Будни
